Claim_ID,Policy_ID,Date_of_Loss,Report_Date,Total_Paid_Amount,Coverage_Type,Bodily_Injury_Limit_Per_Person,Property_Damage_Limit,Collision_Deductible,Policy_Tenure_Months,Driver_Age,Insurance_Score_Band,Vehicle_Age_Years,Vehicle_ACV,Vehicle_Segment,Urbanicity,Repair_Cost_Index,Medical_Cost_Index,Weather_Cat_Risk_Index,Report_Lag_Days,Collision_Type,Injury_Indicator,At_Fault_Indicator,Multi_Vehicle_Flag,Weather_At_LOSS,Prior_Claims_Count_36M,Moving_Violations_36M,Attorney_Rep_At_FNOL
CLM1000122,POL2000122,2024-09-05,2024-09-05,0.0,Comprehensive,100000,50000,1000,216,19,B_Good,7,9580.0,Sedan,Suburban,0.962,1.03,0.67,0,RearEnd,False,Insured,False,Wind,0,0,False
CLM1000123,POL2000123,2025-01-23,2025-01-27,2801.13,UM_UIM,50000,25000,500,161,65,E_Poor,2,10345.0,Economy,Suburban,0.962,0.964,0.271,4,SingleVehicle,False,Insured,False,Clear,1,2,False
CLM1000124,POL2000124,2024-11-18,2024-12-02,1181.85,Comprehensive,250000,25000,1000,26,24,D_BelowAvg,8,22804.0,Sedan,Suburban,1.109,1.085,0.305,14,SingleVehicle,False,Insured,False,Clear,0,1,True
CLM1000125,POL2000125,2025-02-20,2025-02-20,15814.18,PIP,25000,10000,1500,199,42,B_Good,11,12313.0,Sedan,Suburban,1.045,0.89,0.115,0,HeadOn,True,ThirdParty,True,Wind,1,0,False
CLM1000126,POL2000126,2025-09-13,2025-10-13,972.09,Comprehensive,250000,10000,1000,219,57,D_BelowAvg,6,25486.0,SUV,Urban,1.182,1.287,0.077,30,RearEnd,False,Insured,True,Clear,0,1,False
CLM1000127,POL2000127,2024-02-03,2024-02-03,451.46,Collision,500000,50000,500,190,66,A_VeryGood,15,8284.0,Sedan,Urban,1.109,1.186,0.411,0,RearEnd,False,Insured,True,Clear,0,1,False
CLM1000128,POL2000128,2024-11-28,2024-11-28,4685.74,PIP,500000,25000,1000,66,78,B_Good,13,10534.0,SUV,Urban,1.139,1.2,0.321,0,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1000129,POL2000129,2024-09-01,2024-09-11,1737.44,Collision,25000,100000,1500,93,67,C_Average,11,9739.0,Economy,Urban,1.051,1.301,0.202,10,Angle,False,ThirdParty,True,Rain,1,0,False
CLM1000130,POL2000130,2024-07-03,2024-07-06,1678.63,Collision,100000,50000,500,188,84,C_Average,13,14021.0,Pickup,Urban,1.147,0.995,0.101,3,SingleVehicle,False,Insured,False,Rain,0,0,False
CLM1000131,POL2000131,2024-04-07,2024-04-07,513.52,Comprehensive,50000,25000,500,234,63,C_Average,11,8722.0,Economy,Urban,1.036,1.399,0.086,0,Sideswipe,False,ThirdParty,True,Snow,1,0,False
CLM1000132,POL2000132,2023-11-23,2023-11-27,394.36,Collision,50000,10000,500,122,71,B_Good,7,7634.0,Economy,Suburban,1.004,1.063,0.204,4,RearEnd,False,Insured,True,Clear,1,0,False
CLM1000133,POL2000133,2024-08-04,2024-08-07,1412.79,PIP,100000,25000,1000,116,39,B_Good,15,10665.0,SUV,Suburban,0.99,1.101,0.105,3,Parked,False,Insured,False,Rain,0,0,False
CLM1000134,POL2000134,2025-06-10,2025-07-10,2355.99,Collision,100000,25000,1500,6,62,C_Average,11,18661.0,Pickup,Urban,1.263,1.346,0.275,30,RearEnd,True,ThirdParty,True,Fog,0,0,False
CLM1000135,POL2000135,2023-12-25,2024-01-24,7975.09,Liability,25000,25000,2500,181,56,E_Poor,6,28562.0,Sports,Urban,1.049,1.092,0.198,30,Angle,False,Insured,False,Clear,0,0,False
CLM1000136,POL2000136,2024-08-07,2024-08-21,4232.54,Liability,250000,50000,1000,138,57,C_Average,10,11742.0,Van,Suburban,1.057,1.02,0.063,14,RearEnd,False,ThirdParty,False,Clear,0,0,False
CLM1000137,POL2000137,2025-09-21,2025-09-24,0.0,Comprehensive,25000,10000,2000,163,81,C_Average,9,17536.0,SUV,Suburban,1.138,1.158,0.428,3,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1000138,POL2000138,2025-09-09,2025-09-19,3530.74,PIP,250000,25000,500,72,26,A_VeryGood,7,11151.0,Sedan,Urban,1.107,1.147,0.279,10,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1000139,POL2000139,2024-03-20,2024-03-26,2765.15,Liability,250000,10000,0,110,79,B_Good,13,5131.0,Economy,Rural,0.938,0.911,0.021,6,RearEnd,False,Insured,True,Clear,1,0,False
CLM1000140,POL2000140,2023-10-21,2023-10-22,21809.8,UM_UIM,25000,25000,500,164,75,E_Poor,0,20525.0,Sedan,Suburban,1.073,1.021,0.467,1,Angle,True,Insured,True,Clear,0,0,False
CLM1000141,POL2000141,2025-02-17,2025-02-23,1279.76,Collision,25000,50000,1000,56,64,C_Average,6,15341.0,Sedan,Urban,1.192,1.062,0.245,6,SingleVehicle,False,Insured,False,Rain,1,0,False
CLM1000142,POL2000142,2023-10-26,2023-10-27,3868.33,Liability,25000,50000,2500,30,19,A_VeryGood,12,21949.0,SUV,Suburban,0.976,1.13,0.392,1,RearEnd,False,Insured,True,Rain,0,0,True
CLM1000143,POL2000143,2024-05-22,2024-05-24,496.95,Comprehensive,50000,10000,500,37,75,A_VeryGood,6,16381.0,Sedan,Urban,1.266,1.039,0.302,2,RearEnd,False,Insured,True,Clear,0,1,False
CLM1000144,POL2000144,2024-10-12,2024-10-12,4996.54,UM_UIM,100000,50000,1500,201,55,B_Good,6,20084.0,Sedan,Urban,0.939,1.284,0.363,0,Angle,False,Insured,False,Rain,0,1,False
CLM1000145,POL2000145,2025-07-15,2025-07-15,6239.97,Liability,25000,10000,500,149,63,C_Average,0,25920.0,SUV,Suburban,1.046,1.016,0.069,0,SingleVehicle,False,Unknown,False,Clear,1,1,False
CLM1000146,POL2000146,2023-12-22,2023-12-25,3572.28,UM_UIM,100000,50000,1000,224,39,A_VeryGood,12,18626.0,SUV,Suburban,1.066,0.964,0.041,3,RearEnd,False,ThirdParty,True,Clear,0,1,False
CLM1000147,POL2000147,2025-02-10,2025-02-20,18521.02,Collision,25000,25000,1000,229,50,C_Average,1,62333.0,Sports,Rural,0.75,0.752,0.446,10,Angle,False,Unknown,False,Fog,1,0,False
CLM1000148,POL2000148,2024-11-08,2024-11-18,1839.16,Collision,100000,10000,500,89,72,C_Average,11,12282.0,Sedan,Urban,1.143,1.434,0.196,10,RearEnd,False,Insured,True,Clear,0,0,False
CLM1000149,POL2000149,2024-01-20,2024-01-20,1230.77,Collision,250000,100000,2000,119,55,D_BelowAvg,14,6030.0,Sedan,Suburban,0.991,1.05,0.079,0,Sideswipe,False,ThirdParty,False,Clear,1,0,False
CLM1000150,POL2000150,2025-06-24,2025-06-27,2403.33,Collision,100000,25000,1500,225,57,D_BelowAvg,13,17182.0,SUV,Urban,1.193,1.144,0.287,3,RearEnd,False,Insured,True,Snow,0,0,False
CLM1000151,POL2000151,2025-06-23,2025-06-24,2920.33,Liability,25000,25000,500,224,72,D_BelowAvg,16,7628.0,Pickup,Urban,1.328,1.285,0.31,1,RearEnd,False,ThirdParty,False,Clear,0,2,False
CLM1000152,POL2000152,2024-10-02,2024-10-02,4483.49,Liability,25000,10000,1000,152,32,C_Average,5,26651.0,SUV,Urban,1.228,1.36,0.247,0,Sideswipe,False,Insured,True,Clear,1,0,False
CLM1000153,POL2000153,2025-09-04,2025-09-05,7095.78,PIP,100000,10000,1000,178,42,D_BelowAvg,7,36023.0,Luxury,Suburban,1.099,1.132,0.129,1,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1000154,POL2000154,2025-01-01,2025-01-06,3268.03,Collision,100000,250000,1000,210,75,D_BelowAvg,0,35065.0,SUV,Rural,0.845,0.874,0.326,5,Other,False,Insured,True,Clear,1,0,False
CLM1000155,POL2000155,2025-08-05,2025-08-26,1462.46,Collision,100000,50000,500,53,19,E_Poor,17,8349.0,SUV,Urban,1.271,1.296,0.307,21,RearEnd,False,Insured,False,Clear,0,1,False
CLM1000156,POL2000156,2025-09-16,2025-09-16,4101.94,Liability,100000,50000,500,9,83,B_Good,5,9157.0,Economy,Urban,1.16,1.324,0.519,0,SingleVehicle,False,ThirdParty,False,Rain,1,0,False
CLM1000157,POL2000157,2024-12-04,2024-12-05,3488.36,PIP,250000,50000,1000,113,68,C_Average,9,32489.0,Pickup,Urban,1.238,1.372,0.356,1,RearEnd,False,Insured,True,Clear,1,0,False
CLM1000158,POL2000158,2024-05-08,2024-05-14,4404.22,Collision,50000,100000,1500,167,82,B_Good,0,19098.0,SUV,Urban,1.14,1.235,0.323,6,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1000159,POL2000159,2024-01-30,2024-02-01,4801.2,Liability,50000,10000,500,21,54,A_VeryGood,2,20315.0,Sedan,Suburban,1.137,0.871,0.148,2,Sideswipe,False,Insured,True,Clear,0,0,False
CLM1000160,POL2000160,2024-11-29,2024-11-30,1325.87,Liability,250000,50000,1500,181,52,C_Average,4,14797.0,Sedan,Suburban,0.945,1.006,0.109,1,Sideswipe,False,Shared,False,Clear,0,0,True
CLM1000161,POL2000161,2024-03-04,2024-03-14,6230.25,PIP,100000,50000,2500,143,82,E_Poor,0,31482.0,Pickup,Urban,1.299,1.16,0.264,10,RearEnd,False,Insured,True,Clear,1,1,False
CLM1000162,POL2000162,2025-04-15,2025-04-15,2258.11,Liability,250000,100000,1000,192,52,B_Good,9,21403.0,Sports,Rural,0.841,0.843,0.397,0,RearEnd,False,Insured,True,Clear,1,0,False
CLM1000163,POL2000163,2025-08-23,2025-09-13,2747.81,PIP,100000,10000,1500,54,27,B_Good,5,29509.0,SUV,Urban,1.137,1.019,0.267,21,SingleVehicle,False,Insured,True,Clear,0,0,False
CLM1000164,POL2000164,2024-04-12,2024-04-13,1390.18,Liability,25000,10000,2000,28,82,D_BelowAvg,14,18446.0,Luxury,Suburban,0.968,0.96,0.043,1,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1000165,POL2000165,2024-11-22,2024-12-06,3144.71,Liability,100000,25000,500,203,28,B_Good,7,22613.0,Sedan,Rural,0.96,0.939,0.161,14,RearEnd,False,Insured,True,Clear,0,0,False
CLM1000166,POL2000166,2023-11-20,2023-11-30,8299.7,Collision,25000,25000,500,72,55,B_Good,11,16997.0,SUV,Urban,1.061,1.175,0.152,10,HeadOn,False,Insured,False,Clear,0,0,False
CLM1000167,POL2000167,2024-02-24,2024-03-05,4158.49,PIP,25000,50000,1000,35,56,A_VeryGood,6,26663.0,Sports,Rural,0.896,0.961,0.264,10,SingleVehicle,False,ThirdParty,False,Wind,0,1,True
CLM1000168,POL2000168,2024-07-17,2024-07-21,3201.07,PIP,50000,25000,1000,144,73,C_Average,8,20600.0,SUV,Urban,1.098,1.207,0.344,4,SingleVehicle,False,Shared,False,Clear,0,2,False
CLM1000169,POL2000169,2025-07-22,2025-07-26,2763.54,Liability,50000,50000,1000,61,82,B_Good,12,5965.0,Economy,Urban,1.067,1.212,0.451,4,Sideswipe,False,Insured,True,Clear,1,0,False
CLM1000170,POL2000170,2025-09-22,2025-09-22,0.0,Comprehensive,250000,25000,2000,3,35,A_VeryGood,8,9132.0,Sedan,Rural,0.87,0.899,0.416,0,Sideswipe,False,Insured,False,Clear,0,0,False
CLM1000171,POL2000171,2025-01-26,2025-01-28,3573.64,Comprehensive,25000,25000,0,206,45,C_Average,8,22391.0,SUV,Urban,1.177,1.431,0.119,2,RearEnd,True,Insured,True,Rain,1,0,False
CLM1000172,POL2000172,2024-12-14,2024-12-18,10085.63,Liability,25000,25000,2000,115,52,A_VeryGood,5,31563.0,SUV,Suburban,1.024,0.822,0.103,4,SingleVehicle,True,ThirdParty,False,Snow,1,0,False
CLM1000173,POL2000173,2024-12-04,2024-12-05,1328.72,UM_UIM,500000,10000,500,29,19,D_BelowAvg,4,15040.0,SUV,Urban,1.088,1.254,0.212,1,RearEnd,False,ThirdParty,True,Clear,1,1,False
CLM1000174,POL2000174,2023-11-29,2023-12-04,3298.11,Liability,50000,25000,0,209,36,A_VeryGood,11,20550.0,Pickup,Urban,1.305,1.266,0.286,5,RearEnd,False,ThirdParty,True,Fog,0,0,False
CLM1000175,POL2000175,2024-07-16,2024-07-19,1286.74,Comprehensive,25000,10000,500,131,65,D_BelowAvg,8,21508.0,Pickup,Rural,0.937,1.007,0.374,3,RearEnd,False,Insured,True,Clear,0,1,False
CLM1000176,POL2000176,2025-10-02,2025-10-07,5282.16,Collision,100000,10000,1000,214,46,C_Average,10,17708.0,SUV,Suburban,1.002,1.079,0.116,5,Angle,False,Insured,True,Ice,1,0,False
CLM1000177,POL2000177,2024-08-10,2024-08-24,27635.02,Liability,100000,50000,500,139,42,A_VeryGood,8,34628.0,Luxury,Suburban,1.008,1.267,0.486,14,Angle,True,Shared,True,Clear,1,2,False
CLM1000178,POL2000178,2024-03-19,2024-03-20,2653.39,UM_UIM,250000,250000,1000,11,54,B_Good,19,13747.0,Luxury,Suburban,1.0,0.907,0.401,1,RearEnd,False,Insured,True,Clear,1,1,False
CLM1000179,POL2000179,2024-04-07,2024-04-11,3295.86,Liability,100000,25000,1500,221,67,B_Good,8,10879.0,Van,Suburban,1.038,0.864,0.419,4,Sideswipe,False,ThirdParty,True,Clear,1,0,False
CLM1000180,POL2000180,2025-03-19,2025-03-19,3117.4,Liability,50000,25000,500,214,67,C_Average,9,15114.0,Sedan,Suburban,0.941,0.982,0.422,0,SingleVehicle,False,ThirdParty,False,Fog,0,2,False
CLM1000181,POL2000181,2023-11-12,2023-11-22,946.67,Collision,500000,100000,1000,166,25,C_Average,0,18137.0,Economy,Suburban,0.906,0.866,0.313,10,RearEnd,False,Insured,True,Rain,1,0,False
CLM1000182,POL2000182,2025-09-22,2025-10-02,9742.3,Collision,25000,50000,2000,51,71,C_Average,7,25743.0,Sports,Urban,1.089,1.304,0.076,10,HeadOn,True,Insured,False,Clear,1,1,False
CLM1000183,POL2000183,2025-07-16,2025-07-21,2683.24,Collision,250000,50000,1000,2,17,D_BelowAvg,9,23039.0,Pickup,Urban,1.207,1.14,0.165,5,RearEnd,False,Shared,True,Rain,0,0,False
CLM1000184,POL2000184,2024-12-03,2024-12-08,3374.69,UM_UIM,50000,10000,2500,201,47,C_Average,0,50464.0,SUV,Urban,1.068,1.216,0.172,5,RearEnd,False,ThirdParty,True,Clear,0,1,False
CLM1000185,POL2000185,2024-09-21,2024-09-24,4170.68,Liability,25000,50000,2000,124,20,C_Average,6,25737.0,SUV,Rural,0.897,1.022,0.381,3,RearEnd,False,Insured,False,Rain,1,0,False
CLM1000186,POL2000186,2025-04-23,2025-04-24,2095.89,PIP,250000,50000,1000,4,61,B_Good,6,44874.0,Luxury,Suburban,1.059,0.924,0.361,1,RearEnd,False,Insured,True,Snow,1,1,False
CLM1000187,POL2000187,2024-11-18,2024-11-28,663.46,Collision,250000,50000,500,12,72,B_Good,13,8672.0,SUV,Urban,1.197,1.198,0.124,10,Sideswipe,False,ThirdParty,True,Clear,0,0,False
CLM1000188,POL2000188,2024-09-28,2024-09-28,703.22,Comprehensive,100000,50000,1500,130,46,E_Poor,9,19417.0,SUV,Urban,1.278,1.274,0.356,0,Angle,False,Insured,True,Ice,0,0,False
CLM1000189,POL2000189,2024-06-07,2024-06-10,0.0,Collision,25000,10000,1500,43,75,D_BelowAvg,19,5892.0,SUV,Rural,0.85,1.073,0.282,3,RearEnd,False,Insured,True,Clear,0,0,False
CLM1000190,POL2000190,2024-09-06,2024-09-06,7312.44,Liability,25000,10000,1000,111,40,C_Average,6,27764.0,SUV,Urban,1.009,0.827,0.289,0,Angle,False,Insured,True,Rain,1,0,False
CLM1000191,POL2000191,2025-04-16,2025-04-22,2471.05,Liability,100000,250000,1000,118,28,B_Good,5,18894.0,Sedan,Suburban,0.95,1.036,0.083,6,Sideswipe,False,ThirdParty,True,Clear,0,0,False
CLM1000192,POL2000192,2023-11-25,2023-11-28,4178.43,Liability,100000,25000,500,64,21,C_Average,12,9630.0,Sedan,Urban,1.312,1.574,0.46,3,SingleVehicle,False,ThirdParty,False,Rain,0,0,False
CLM1000193,POL2000193,2023-11-03,2023-11-07,1137.64,Liability,100000,50000,500,37,19,C_Average,11,7501.0,Economy,Suburban,0.977,1.012,0.19,4,Parked,False,ThirdParty,True,Rain,0,1,False
CLM1000194,POL2000194,2025-03-24,2025-03-24,1947.53,Comprehensive,25000,25000,1000,130,39,A_VeryGood,4,28758.0,SUV,Urban,1.112,1.2,0.527,0,RearEnd,False,Insured,True,Rain,2,0,False
CLM1000195,POL2000195,2024-07-13,2024-07-15,3352.11,Collision,50000,25000,1000,56,38,D_BelowAvg,7,29385.0,Luxury,Suburban,0.972,1.004,0.15,2,Other,False,ThirdParty,True,Clear,0,0,True
CLM1000196,POL2000196,2025-05-24,2025-05-29,19563.19,Liability,50000,10000,500,36,82,D_BelowAvg,15,10362.0,Sedan,Urban,1.235,1.329,0.118,5,Angle,False,Insured,True,Rain,1,0,False
CLM1000197,POL2000197,2023-11-07,2023-11-09,3609.08,Liability,50000,10000,1000,18,62,A_VeryGood,15,15930.0,Pickup,Rural,0.96,1.054,0.33,2,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1000198,POL2000198,2025-08-08,2025-08-14,11561.45,UM_UIM,100000,50000,1000,198,16,A_VeryGood,13,10359.0,SUV,Suburban,0.851,0.949,0.44,6,Angle,True,Shared,True,Rain,0,0,False
CLM1000199,POL2000199,2024-01-13,2024-01-13,5267.89,Liability,50000,100000,2500,52,44,A_VeryGood,4,19658.0,SUV,Urban,1.178,1.16,0.331,0,Sideswipe,False,Insured,True,Fog,0,0,False
CLM1000200,POL2000200,2024-08-14,2024-08-15,3797.13,Collision,500000,100000,500,29,66,B_Good,6,17847.0,SUV,Urban,1.177,1.38,0.079,1,RearEnd,False,Insured,True,Snow,0,0,False
CLM1000201,POL2000201,2025-09-21,2025-09-21,567.58,Comprehensive,50000,25000,500,56,76,B_Good,10,11594.0,Sedan,Urban,1.161,1.262,0.16,0,RearEnd,False,Insured,True,Clear,0,1,False
CLM1000202,POL2000202,2024-01-03,2024-01-09,815.19,Comprehensive,100000,25000,500,191,39,B_Good,8,11808.0,SUV,Urban,1.122,1.341,0.385,6,RearEnd,False,Insured,True,Rain,0,0,False
CLM1000203,POL2000203,2025-02-07,2025-02-09,378.88,Comprehensive,250000,25000,2500,166,77,C_Average,0,24142.0,SUV,Urban,1.337,1.293,0.17,2,SingleVehicle,False,Insured,False,Snow,0,1,True
CLM1000204,POL2000204,2025-03-30,2025-04-05,5899.04,Liability,250000,10000,2500,44,76,B_Good,8,14799.0,SUV,Rural,0.886,0.941,0.243,6,SingleVehicle,False,Insured,False,Clear,0,2,True
CLM1000205,POL2000205,2024-08-23,2024-08-30,917.34,Collision,25000,10000,1500,30,30,B_Good,0,17529.0,Economy,Urban,1.045,1.235,0.263,7,RearEnd,True,Insured,True,Clear,0,0,False
CLM1000206,POL2000206,2023-12-12,2023-12-12,390.04,Comprehensive,50000,100000,500,66,36,D_BelowAvg,18,9338.0,SUV,Rural,0.782,0.866,0.361,0,Sideswipe,False,Unknown,True,Clear,1,1,False
CLM1000207,POL2000207,2024-11-01,2024-11-05,4545.65,Liability,100000,50000,1000,133,69,B_Good,6,24803.0,SUV,Suburban,0.98,1.005,0.396,4,RearEnd,False,Insured,True,Clear,0,0,False
CLM1000208,POL2000208,2024-08-27,2024-09-06,2809.35,Liability,25000,50000,500,113,56,B_Good,0,42846.0,SUV,Rural,0.913,1.042,0.283,10,Sideswipe,False,Insured,True,Rain,0,0,False
CLM1000209,POL2000209,2025-07-14,2025-08-04,1103.6,Comprehensive,100000,10000,2000,17,40,B_Good,7,16448.0,SUV,Suburban,1.043,0.873,0.3,21,Sideswipe,False,Unknown,True,Wind,0,0,False
CLM1000210,POL2000210,2025-02-25,2025-02-25,5987.75,Collision,50000,25000,0,86,31,B_Good,15,8171.0,Sedan,Urban,1.1,1.279,0.076,0,HeadOn,True,Insured,True,Snow,0,2,False
CLM1000211,POL2000211,2024-06-23,2024-06-23,181.46,Collision,100000,25000,1500,37,79,A_VeryGood,5,17496.0,SUV,Rural,0.927,0.886,0.365,0,Sideswipe,False,Insured,True,Rain,0,0,False
CLM1000212,POL2000212,2023-11-27,2023-11-29,0.0,Comprehensive,25000,10000,1000,164,60,D_BelowAvg,12,10752.0,SUV,Rural,0.75,1.038,0.179,2,RearEnd,False,Insured,True,Clear,0,0,False
CLM1000213,POL2000213,2024-12-19,2024-12-26,7216.48,Liability,100000,50000,500,7,44,C_Average,13,10188.0,Sedan,Urban,1.062,1.248,0.488,7,RearEnd,False,Insured,False,Snow,0,0,False
CLM1000214,POL2000214,2024-05-07,2024-05-07,3090.89,Liability,250000,10000,1000,15,66,A_VeryGood,4,28566.0,SUV,Suburban,1.022,1.062,0.248,0,RearEnd,False,ThirdParty,True,Snow,1,0,False
CLM1000215,POL2000215,2025-02-26,2025-03-28,558.95,Comprehensive,250000,10000,500,67,73,D_BelowAvg,9,18120.0,Pickup,Urban,1.237,1.179,0.201,30,RearEnd,False,Shared,True,Clear,1,2,False
CLM1000216,POL2000216,2025-07-07,2025-07-13,5890.74,Liability,50000,10000,1500,164,19,C_Average,14,7386.0,Sedan,Urban,1.249,1.286,0.131,6,RearEnd,False,Unknown,False,Clear,1,0,False
CLM1000217,POL2000217,2024-07-01,2024-07-01,4215.46,PIP,50000,50000,1500,236,19,A_VeryGood,11,10514.0,Van,Urban,1.105,1.311,0.36,0,RearEnd,False,ThirdParty,False,Clear,0,0,False
CLM1000218,POL2000218,2025-08-05,2025-08-11,2878.63,Liability,50000,10000,2000,52,83,A_VeryGood,4,13875.0,Economy,Rural,0.945,1.068,0.518,6,Sideswipe,False,ThirdParty,True,Clear,0,0,False
CLM1000219,POL2000219,2024-10-28,2024-10-30,2619.61,Liability,500000,50000,1000,190,58,B_Good,7,23876.0,SUV,Suburban,0.98,1.072,0.534,2,Sideswipe,False,Shared,False,Rain,3,1,False
CLM1000220,POL2000220,2024-11-06,2024-11-06,0.0,Comprehensive,50000,100000,2500,170,69,C_Average,7,21541.0,SUV,Suburban,0.903,1.089,0.249,0,Sideswipe,False,Insured,True,Snow,0,1,True
CLM1000221,POL2000221,2025-04-26,2025-05-01,4497.58,Liability,25000,50000,500,71,43,B_Good,8,8575.0,Economy,Urban,1.279,1.428,0.474,5,Sideswipe,False,ThirdParty,False,Clear,2,1,False
CLM1000222,POL2000222,2025-05-14,2025-05-20,4623.16,Liability,100000,10000,1000,81,53,A_VeryGood,9,21746.0,SUV,Urban,1.16,0.988,0.113,6,RearEnd,False,Insured,True,Clear,0,0,False
CLM1000223,POL2000223,2025-08-09,2025-08-13,4064.13,Liability,100000,25000,500,132,71,C_Average,3,18190.0,Economy,Suburban,1.05,1.019,0.444,4,RearEnd,False,ThirdParty,False,Clear,0,0,False
CLM1000224,POL2000224,2025-10-14,2025-10-15,4779.05,UM_UIM,25000,25000,500,174,74,A_VeryGood,9,13255.0,Economy,Urban,1.191,0.967,0.085,1,RearEnd,False,ThirdParty,True,Clear,0,2,True
CLM1000225,POL2000225,2024-02-03,2024-02-03,6799.05,PIP,100000,50000,500,36,44,C_Average,6,19746.0,Pickup,Urban,1.446,1.308,0.372,0,Angle,False,Shared,False,Clear,0,0,False
CLM1000226,POL2000226,2024-08-12,2024-08-12,2406.73,Liability,250000,25000,500,141,52,D_BelowAvg,6,27782.0,SUV,Rural,0.992,0.803,0.096,0,Parked,False,Shared,True,Clear,1,1,True
CLM1000227,POL2000227,2025-08-27,2025-08-27,10417.94,Liability,50000,25000,2500,121,69,B_Good,11,17833.0,SUV,Suburban,0.943,0.952,0.418,0,Angle,True,Insured,True,Clear,0,0,False
CLM1000228,POL2000228,2024-05-27,2024-05-28,2987.2,PIP,25000,100000,2000,8,73,E_Poor,1,21005.0,Van,Rural,0.876,0.894,0.433,1,Sideswipe,False,ThirdParty,True,Snow,1,0,False
CLM1000229,POL2000229,2023-10-19,2023-10-20,1414.92,Collision,25000,50000,1500,177,74,A_VeryGood,12,13547.0,SUV,Suburban,1.146,0.954,0.434,1,RearEnd,False,Insured,True,Rain,0,1,False
CLM1000230,POL2000230,2024-12-09,2024-12-09,2024.45,Comprehensive,50000,10000,1000,110,83,B_Good,7,30302.0,Luxury,Suburban,1.045,0.808,0.135,0,Parked,True,Insured,True,Fog,0,2,False
CLM1000231,POL2000231,2025-04-17,2025-05-01,2522.98,Liability,100000,250000,1500,6,37,C_Average,12,5869.0,Economy,Rural,1.005,1.076,0.024,14,Angle,False,Insured,True,Clear,0,1,False
CLM1000232,POL2000232,2025-04-10,2025-04-10,200.0,Collision,100000,250000,1000,165,40,A_VeryGood,15,13199.0,Pickup,Suburban,1.065,1.08,0.465,0,Parked,False,Insured,True,Clear,0,0,False
CLM1000233,POL2000233,2025-05-29,2025-05-29,6137.05,Liability,100000,50000,1000,179,63,A_VeryGood,5,17895.0,SUV,Urban,1.173,1.232,0.327,0,Angle,False,Insured,False,Clear,1,0,False
CLM1000234,POL2000234,2025-01-28,2025-01-28,1809.01,Liability,250000,10000,2000,180,79,C_Average,11,12795.0,Sedan,Rural,0.988,0.985,0.698,0,RearEnd,False,ThirdParty,True,Rain,0,0,False
CLM1000235,POL2000235,2024-01-23,2024-01-25,8994.29,PIP,500000,25000,1000,217,82,A_VeryGood,4,13147.0,Economy,Urban,1.236,1.393,0.601,2,RearEnd,False,Insured,False,Clear,0,0,True
CLM1000236,POL2000236,2025-06-25,2025-06-29,5837.56,Liability,100000,10000,1500,33,56,D_BelowAvg,14,13784.0,SUV,Suburban,1.107,1.017,0.31,4,RearEnd,False,Insured,True,Clear,0,0,False
CLM1000237,POL2000237,2024-08-16,2024-08-16,0.0,Collision,50000,25000,2000,7,55,E_Poor,9,9927.0,Economy,Rural,0.998,0.856,0.519,0,RearEnd,False,Insured,True,Wind,0,0,False
CLM1000238,POL2000238,2025-06-25,2025-06-25,0.0,Collision,100000,25000,1500,231,75,B_Good,15,6862.0,Economy,Suburban,1.072,1.093,0.223,0,SingleVehicle,False,Insured,False,Rain,1,0,False
CLM1000239,POL2000239,2025-06-02,2025-06-02,6183.62,Liability,100000,50000,1500,102,39,C_Average,0,31650.0,Sedan,Urban,1.157,1.187,0.259,0,RearEnd,False,Shared,True,Wind,0,1,False
CLM1000240,POL2000240,2025-09-23,2025-09-25,1762.24,UM_UIM,25000,25000,1000,24,59,B_Good,10,10430.0,SUV,Suburban,0.997,0.897,0.068,2,Other,False,ThirdParty,True,Clear,1,1,False
CLM1000241,POL2000241,2023-10-26,2023-11-25,910.81,PIP,50000,50000,0,53,18,D_BelowAvg,8,14827.0,Sedan,Suburban,0.843,1.062,0.383,30,Parked,False,ThirdParty,True,Clear,0,0,False
CLM1000242,POL2000242,2025-07-09,2025-07-16,3737.42,UM_UIM,100000,250000,500,219,58,E_Poor,9,9894.0,Sedan,Suburban,1.074,0.958,0.354,7,Angle,False,Insured,True,Wind,0,0,False
CLM1000243,POL2000243,2025-01-16,2025-01-30,8538.81,PIP,100000,25000,1500,175,68,B_Good,10,13682.0,SUV,Suburban,1.066,1.02,0.309,14,Angle,False,Insured,False,Snow,0,1,False
CLM1000244,POL2000244,2024-10-04,2024-10-25,1648.74,Comprehensive,25000,50000,500,124,82,C_Average,1,35791.0,SUV,Suburban,1.022,1.044,0.093,21,SingleVehicle,False,Insured,False,Rain,0,1,False
CLM1000245,POL2000245,2025-05-16,2025-05-16,2614.61,Collision,50000,25000,500,116,57,A_VeryGood,5,27779.0,Pickup,Urban,1.108,1.405,0.127,0,SingleVehicle,False,Insured,False,Clear,0,0,False
